"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Operation","Product Type","Product Details","Domain","Chemical_Info","Chemical_Product_Number","Value","CV (%)","Measurement","Acre_Info","Organic_Status","Fertilizer_Status"
"1832","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHEAST",30,"WINNESHIEK",191,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1833","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"CLAY",41,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1834","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"CLAY",41,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1835","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"CLAY",41,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1836","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"CLAY",41,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1837","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1838","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1839","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","ACRES NON-BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1840","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1841","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1842","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"DICKINSON",59,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1843","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"LYON",119,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,0.05,NA,NA,NA,NA
"1844","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"LYON",119,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,0.05,NA,NA,NA,NA
"1845","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"LYON",119,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,3,0.05,NA,NA,NA,NA
"1846","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"LYON",119,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,3,0.05,NA,NA,NA,NA
"1847","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"O BRIEN",141,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1848","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"O BRIEN",141,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1849","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"O BRIEN",141,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1850","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"O BRIEN",141,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1851","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"OSCEOLA",143,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1852","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"OSCEOLA",143,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1853","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"OSCEOLA",143,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,48.8,NA,NA,NA,NA
"1854","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"OSCEOLA",143,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,46.4,NA,NA,NA,NA
"1855","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"SIOUX",167,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1856","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"SIOUX",167,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1857","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"SIOUX",167,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1858","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"NORTHWEST",10,"SIOUX",167,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1859","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MADISON",121,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1860","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MADISON",121,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1861","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MADISON",121,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,48.8,NA,NA,NA,NA
"1862","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MADISON",121,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,46.4,NA,NA,NA,NA
"1863","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MARION",125,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1864","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MARION",125,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1865","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MARION",125,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1866","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"MARION",125,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1867","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"RINGGOLD",159,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1868","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"RINGGOLD",159,"STRAWBERRIES","ACRES NON-BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1869","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"RINGGOLD",159,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1870","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"RINGGOLD",159,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1871","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"UNION",175,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1872","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"UNION",175,"STRAWBERRIES","ACRES NON-BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1873","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"UNION",175,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,46.4,NA,NA,NA,NA
"1874","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"UNION",175,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,2,48.4,NA,NA,NA,NA
"1875","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"WARREN",181,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1876","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"WARREN",181,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1877","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"WARREN",181,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1878","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTH CENTRAL",80,"WARREN",181,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1879","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"DAVIS",51,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1880","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"DAVIS",51,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1881","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"DAVIS",51,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1882","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"DAVIS",51,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1883","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"HENRY",87,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,2,40.7,NA,NA,NA,NA
"1884","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"HENRY",87,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,2,39.3,NA,NA,NA,NA
"1885","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"HENRY",87,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,3,48.8,NA,NA,NA,NA
"1886","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"HENRY",87,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,3,46.4,NA,NA,NA,NA
"1887","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"JEFFERSON",101,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1888","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"JEFFERSON",101,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1889","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"JEFFERSON",101,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,48.8,NA,NA,NA,NA
"1890","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"JEFFERSON",101,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,46.4,NA,NA,NA,NA
"1891","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"LEE",111,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1892","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"LEE",111,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1893","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"LEE",111,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,3,0.05,NA,NA,NA,NA
"1894","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"LEE",111,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,3,0.05,NA,NA,NA,NA
"1895","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"VAN BUREN",177,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1896","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"VAN BUREN",177,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1897","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"VAN BUREN",177,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1898","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHEAST",90,"VAN BUREN",177,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1899","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"CASS",29,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1900","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"CASS",29,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1901","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"CASS",29,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,48.8,NA,NA,NA,NA
"1902","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"CASS",29,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,46.4,NA,NA,NA,NA
"1903","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"POTTAWATTAMIE",155,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1904","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"POTTAWATTAMIE",155,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1905","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"POTTAWATTAMIE",155,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,0.05,NA,NA,NA,NA
"1906","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"SOUTHWEST",70,"POTTAWATTAMIE",155,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,0.05,NA,NA,NA,NA
"1907","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1908","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1909","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","ACRES NON-BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1910","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1911","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1912","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"CALHOUN",25,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1913","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"GUTHRIE",77,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1914","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"GUTHRIE",77,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1915","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"GUTHRIE",77,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,48.8,NA,NA,NA,NA
"1916","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"GUTHRIE",77,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,46.4,NA,NA,NA,NA
"1917","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1918","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1919","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","ACRES NON-BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1920","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1921","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1922","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"HARRISON",85,"STRAWBERRIES","OPERATIONS WITH AREA NON-BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1923","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"SHELBY",165,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1924","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"SHELBY",165,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1925","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"SHELBY",165,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,48.8,NA,NA,NA,NA
"1926","CENSUS",2022,"YEAR","COUNTY","IOWA",19,"WEST CENTRAL",40,"SHELBY",165,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,46.4,NA,NA,NA,NA
"1927","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"MARION",115,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1928","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"MARION",115,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1929","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"MARION",115,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1930","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"MARION",115,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,1,0.05,NA,NA,NA,NA
"1931","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"RICE",159,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,3,45.8,NA,NA,NA,NA
"1932","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"RICE",159,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,3,43.9,NA,NA,NA,NA
"1933","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"RICE",159,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,4,49,NA,NA,NA,NA
"1934","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"CENTRAL",50,"RICE",159,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,4,49,NA,NA,NA,NA
"1935","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"DOUGLAS",45,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,5,45.8,NA,NA,NA,NA
"1936","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"DOUGLAS",45,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,5,43.9,NA,NA,NA,NA
"1937","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"DOUGLAS",45,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,11,49,NA,NA,NA,NA
"1938","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"DOUGLAS",45,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,11,49,NA,NA,NA,NA
"1939","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"JOHNSON",91,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,9,45.8,NA,NA,NA,NA
"1940","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"JOHNSON",91,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,9,43.9,NA,NA,NA,NA
"1941","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"JOHNSON",91,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,10,49,NA,NA,NA,NA
"1942","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"JOHNSON",91,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,10,49,NA,NA,NA,NA
"1943","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"LINN",107,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,1,45.8,NA,NA,NA,NA
"1944","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"LINN",107,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,1,43.9,NA,NA,NA,NA
"1945","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"LINN",107,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,3,49,NA,NA,NA,NA
"1946","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"LINN",107,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,3,49,NA,NA,NA,NA
"1947","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"MIAMI",121,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1948","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"MIAMI",121,"STRAWBERRIES","ACRES GROWN",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
"1949","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"MIAMI",121,"STRAWBERRIES","OPERATIONS WITH AREA BEARING",NA,NA,"TOTAL",NA,NA,2,49,NA,NA,NA,NA
"1950","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"MIAMI",121,"STRAWBERRIES","OPERATIONS WITH AREA GROWN",NA,NA,"TOTAL",NA,NA,2,49,NA,NA,NA,NA
"1951","CENSUS",2022,"YEAR","COUNTY","KANSAS",20,"EAST CENTRAL",80,"SHAWNEE",177,"STRAWBERRIES","ACRES BEARING",NA,NA,"TOTAL",NA,NA,NA,NA,NA,NA,NA,NA
